0.01	9.9
0.02	9.801
0.03	9.70299
0.04	9.60596
0.06	9.4148
0.08	9.22745
0.12	8.86385
0.18	8.34514
0.26	7.70043
0.39	6.75729
0.58	5.58266
0.87	4.17121
1.3	2.70754
1.95	1.40884
2.92	0.531468
4.38	0.122522
6.57	0.013562
9.86	0.000496938
14.78	3.53849e-06
22.17	2.10488e-09
33.26	3.03849e-14
