0.1	9
0.2	8.1
0.3	7.29
0.4	6.561
0.6	5.31441
0.8	4.30467
1.2	2.8243
1.8	1.50095
2.6	0.646108
3.9	0.164232
5.8	0.0221853
8.7	0.00104496
13	1.12597e-05
19.5	1.19478e-08
29.2	4.35324e-13
