0.001	9.99
0.002	9.98001
0.003	9.97003
0.004	9.96006
0.006	9.94015
0.008	9.92028
0.012	9.88066
0.018	9.82152
0.026	9.74322
0.039	9.61732
0.058	9.43623
0.087	9.16637
0.13	8.78038
0.195	8.22754
0.292	7.46659
0.438	6.45184
0.657	5.18234
0.986	3.72882
1.478	2.27925
2.217	1.08815
3.326	0.358768
4.988	0.0680229
7.482	0.00561026
11.223	0.000132885
16.835	4.84166e-07
25.252	1.06588e-10
37.877	3.48335e-16
