100	3.16	0.01840734641020703
120	3.266666666666667	0.1250740130768735
144	3.277777777777778	0.1361851241879846
172	3.209302325581395	0.06770967199160216
207	3.207729468599034	0.06613681500924073
248	3.258064516129032	0.1164718625392394
298	3.275167785234899	0.1335751316451064
358	3.229050279329609	0.08745762573981564
429	3.123543123543123	0.01804953004666965
515	3.099029126213592	0.04256352737620084
619	3.069466882067851	0.07212577152194166
743	3.06864064602961	0.0729520075601835
891	3.07070707070707	0.07088558288272262
1069	3.07577174929841	0.06582090429138354
1283	3.077162899454404	0.06442975413538932
1540	3.101298701298701	0.04029395229109189
1848	3.132034632034632	0.009558021555160945
2218	3.103697024346258	0.03789562924353529
2662	3.107438016528925	0.03415463706086763
3194	3.123356293049468	0.01823636054032551
3833	3.152621967127576	0.01102931353778303
4600	3.159130434782609	0.01753778119281568
5520	3.159420289855072	0.01782763626527917
6624	3.145531400966183	0.003938747376390328
7949	3.142533652031702	0.0009409984419090911
9539	3.138693783415452	0.002898870174340651
11447	3.131650214029877	0.009942439559916139
13737	3.143044332823761	0.001451679233967607
16484	3.132734773113322	0.00885788047647118
19781	3.130276527981396	0.0113161256083969
23737	3.126764123520243	0.01482853006955054
28485	3.132596103212217	0.008996550377576185
34182	3.132174828857293	0.009417824732499636
41018	3.130918133502365	0.01067452008742809
49222	3.138840355938401	0.002752297651391622
59066	3.136626824230522	0.004965829359271368
70880	3.142437923250564	0.0008452696607710308
85056	3.140519187358917	0.001073466230876452
102067	3.14358215681856	0.00198950322876712
122480	3.140202482037884	0.001390171551909347
146977	3.140246433115385	0.001346220474407911
176372	3.138162520127911	0.003430133461881812
211647	3.139850789285934	0.001741864303859586
253976	3.13629634296154	0.005296310628253309
304771	3.1384744611528	0.003118192436993183
365726	3.139530686907685	0.002061966682108007
438871	3.140266729859116	0.001325923730677303
526645	3.138858244168273	0.002734409421520478
631974	3.138091124001937	0.003501529587856211
758369	3.137580781914873	0.004011871674920453
910043	3.137675912017344	0.003916741572449034
1092052	3.137374410742346	0.004218242847447318
1310463	3.138487694807103	0.00310495878269057
1572555	3.139535342166093	0.002057311423700359
1887066	3.139016865334864	0.002575788254929545
2264480	3.138905179113969	0.002687474475824292
2717376	3.139408017145953	0.002184636443840482
3260851	3.139651581749672	0.001941071840120934
3913021	3.139519057015027	0.002073596574765801
4695626	3.139554129736908	0.002038523852884833
5634751	3.139896687537746	0.001695966052047471
6761701	3.140167836466002	0.001424817123791389
8114042	3.14040129444733	0.001191359142463266
9736850	3.140589821143388	0.001002832446404867
11684220	3.140871020915388	0.0007216326744048374
14021064	3.140913984844517	0.000678668745276223
16825277	3.141025018488552	0.0005676351012415815
20190333	3.140923133858168	0.0006695197316246571
24228399	3.140936551358594	0.0006561022311992737
29074079	3.140948058922176	0.0006445946676172376
34888895	3.141089105860189	0.000503547729604481
41866674	3.141069672742573	0.0005229808472200226
50240009	3.141118704815518	0.0004739487742746462
60288011	3.141246772928037	0.000345880661756226
72345614	3.141169719010195	0.0004229345795985218
86814736	3.141225931966205	0.0003667216235885284
